,smiles,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
6009,CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C(=O)O)cc3)CC2)nc2ccccc21,0,0,0,0,0,-1,0,0,0,0,0
6010,c1ccc(OCCOc2ccccc2)cc1,0,0,0,0,0,0,0,0,-1,0,0
6011,Cc1ccc2c(N3CCN(CCc4cccc(N5CCN=C5O)c4)CC3)cccc2n1,0,0,0,0,0,-1,0,0,0,0,0
6012,C[C@@H]1CN(C2CCC(C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1.Cl,0,-1,0,0,0,0,0,0,0,0,0
6013,OC1=NC(=S)N=CC1,0,0,0,0,0,0,0,-1,-1,0,0
6014,CNCCC(Oc1cccc2ccccc12)c1cccs1,0,0,0,0,0,0,1,0,0,0,0
6015,CCOC(=O)Oc1c(OC)cc(C(=O)OC2CC3CN4CCc5c([nH]c6cc(OC)ccc56)C4CC3C(C(=O)OC)C2OC)cc1OC,0,0,0,0,0,0,0,1,-1,0,0
6016,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)N=C3O)cc1)O2,1,-1,0,-1,-1,-1,0,1,1,0,0
6017,N=C(O)CN=C(O)C(CCCNC(=N)N)N=C(O)C1CCCN1C(=O)C1CSSCC([NH3+])C(O)=NC(Cc2ccc(O)cc2)C(O)=NC(Cc2ccccc2)C(O)=NC(CCC(=[NH2+])O)C(O)=NC(CC(=N)O)C(O)=N1,0,0,0,0,0,0,0,0,0,-1,0
6018,CC1(C)C(O)=NC(=O)N=C1O,0,0,0,0,0,0,0,-1,-1,0,0
6019,CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC21CCC(=O)O1,0,0,0,0,0,0,0,-1,-1,0,0
6020,C[Se]CCC(N)C(=O)O,0,0,0,0,0,-1,0,-1,-1,0,0
6021,COCCOc1ccc(N2CCN(CCn3ncc4c3[nH]c(=N)n3nc(-c5ccco5)nc43)CC2)cc1,0,0,0,0,0,-1,0,0,0,0,0
6022,CCCC(=O)C(=O)O,0,0,0,0,0,0,0,-1,-1,0,0
6023,CN(C)Cc1ccc(C(=O)O)o1,0,0,0,0,0,0,0,0,0,0,-1
6024,O=C1c2ccccc2Cc2ccccc21,0,0,0,0,0,0,0,1,-1,0,0
6025,C=C(C)C(=N)O,0,0,0,0,0,0,0,-1,-1,0,0
6026,[OH-],0,0,0,0,-1,0,0,0,0,0,0
6027,N=C1NC(c2ccccc2)(C2CCCCC2)C(=O)N1CC1CCC(C(=O)[O-])CC1,0,0,-1,0,0,0,0,0,0,0,0
6028,N=C(O)C(O)C1CCOCC1,0,0,0,0,0,0,0,0,0,0,-1
6029,CCCCCCCC(=O)O,0,0,0,0,0,0,0,-1,-1,0,0
6030,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)[O-],0,0,0,0,0,0,0,0,0,-1,0
6031,Cc1c(C(O)=NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(I)cc1,0,0,0,0,0,-1,0,0,0,0,0
6032,CC(C)=CCC/C(C)=C/CC/C(C)=C/CCC(=O)OC/C=C(\C)CCC=C(C)C,0,0,0,0,0,-1,0,0,0,0,0
6033,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSC(=O)c3ccco3)CSC12)c1csc(=N)[nH]1,0,0,0,0,0,0,0,-1,-1,0,0
6034,CC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2O,0,0,0,0,0,0,0,0,-1,0,0
6035,CC(O)=Nc1ccc(C)c2c1CCCN2,0,0,0,0,0,0,0,0,0,0,-1
6036,Cc1cccc(C)c1-n1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n2c3ccccc3nc12,0,0,0,0,0,-1,0,0,0,0,0
6037,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CCOCC1CC1,0,0,0,0,0,0,1,0,0,0,0
6038,Cl.N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,-1,0,0,-1,0,0,0,0,0,0,0
6039,Cl.Cl.NCCc1cnc[nH]1,0,-1,0,0,0,-1,0,0,0,0,0
6040,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](NC(=N)N)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,-1,0,0,-1,0,0,-1,0,0,0,0
6041,Cc1cc(CN2CCN(c3c(Br)cnc4nc(-c5ccc(N6CCN(C)CC6)cc5)[nH]c34)CC2)no1,0,0,0,0,0,-1,0,0,0,0,0
6042,CN1C(=N)N[C@](c2ccc(OC(F)F)cc2)(c2ccc(F)c(OCCF)c2)C1=O,0,0,-1,0,0,0,0,0,0,0,0
6043,CN1C(=N)NC(c2cccc(-c3cccnc3F)c2)(c2cnn(CCF)c2)C1=O,0,0,1,0,0,0,0,0,0,0,0
6044,CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccccc2)cc1)C(F)(F)F,0,0,0,0,0,-1,0,0,0,0,0
6045,CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O,0,0,0,0,1,0,0,-1,-1,0,0
6046,COc1cccc2c1C1CN(CCCCn3c(O)nc4c(sc5ncc(-c6ccccc6)nc54)c3=O)CC1CO2,0,0,0,0,0,0,0,1,0,0,0
6047,CCOC(=O)N1CCC(Nc2ccc(Cl)cc2N)CC1,0,0,0,0,0,0,0,0,0,0,0
6048,Cc1cnc(C)c(C)n1,0,0,0,0,0,0,0,-1,-1,0,0
6049,COc1ccc(C#N)cc1C(O)=NCCN1CCC(C(=O)c2ccc(F)cc2)CC1,0,0,0,0,0,0,1,0,0,0,0
6050,O=C1CCCCCCCCCCC(=O)OCCO1,0,0,0,0,0,0,0,0,-1,0,0
6051,CN(C)C(Cc1ccccc1)c1ccccc1,0,0,0,0,0,0,0,-1,-1,0,0
6052,Oc1nsc2ccccc12,0,0,0,0,0,0,0,1,0,0,0
6053,CSc1ccc(Cl)cc1,0,0,0,0,0,0,0,-1,-1,0,0
6054,OC(CCc1ccncc1)=NN=C(O)N1Cc2ccccc2Oc2ccc(Cl)cc21,0,0,0,0,0,-1,0,0,0,0,0
6055,Nc1nc(Cn2c(-c3ccc(Oc4cncnc4)cc3)ccc2-c2ccccc2Cl)ccc1OCCO,0,0,1,0,0,0,0,0,0,0,0
6056,OC(=NCCCN1CCC2(CC1)OCc1ccccc12)[C@H]1CCCN1Cc1ccccc1,0,0,0,0,0,-1,0,0,0,0,0
6057,CCc1cc(CC2CS(=O)(=O)CC(NCc3cccc(C(C)(C)C)c3)C2O)cc(F)c1[NH3+],0,0,-1,0,0,0,0,0,0,0,0
6058,CN1C(=N)N[C@](c2ccc(OC(F)F)cc2)(c2cccc(C#CCF)c2)C1=O,0,0,1,0,0,0,0,0,0,0,0
6059,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,1,0,0,-1,1,0,0,0,1,-1,0
6060,CCC=CCCOC(=O)c1ccccc1,0,0,0,0,0,0,0,-1,-1,0,0
6061,CCCCc1ccccc1,0,0,0,0,0,0,0,-1,-1,0,0
6062,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,0,0,0,0,0,0,0,0,-1,0,0
6063,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(C)F,0,0,0,0,0,-1,0,0,0,0,0
6064,Clc1ccc(CON=C(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,0,0,0,0,-1,0,0,-1,0,0,0
6065,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1.O=P(O)(O)O,0,0,0,0,0,-1,0,0,0,0,0
6066,O=C(CC1CC(c2ccc(F)cc2F)=NO1)N1CCOCC1,0,0,0,0,0,-1,0,0,0,0,0
6067,Nc1ccc(C(=O)Oc2ccccc2)c(O)c1,0,0,0,0,0,-1,0,0,0,-1,0
6068,C#Cc1cnc2nc(O)n(C(CC)CC)c2n1,0,0,0,0,0,-1,0,0,0,0,0
6069,Cc1cc2cc(n1)OCCCCOc1cccc(c1)CC(C(O)C[NH2+]Cc1cccc(C(C)C)c1)N=C2O,0,0,1,0,0,0,0,0,0,0,0
6070,CCCc1c(-c2ccc(O)cc2)nn(-c2ccc(O)cc2)c1-c1ccc(O)cc1,0,0,0,0,0,-1,0,0,0,0,0
6071,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,0,0,0,0,1,0,1,-1,-1,0,0
6072,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0,0,0,0,0,0,1,0,0,-1,0
6073,C(=Cc1ccncc1)c1ccccc1,0,0,0,0,0,0,0,1,-1,0,0
6074,CC[C@H](C)[C@H](N=C(O)[C@H](Cc1ccc(O)cc1)N=C(O)[C@@H](N=C(O)[C@H](CCCNC(=N)N)N=C(O)[C@@H](N)CC(=O)O)C(C)C)C(O)=N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(O)=N[C@@H](Cc1ccccc1)C(=O)O,0,-1,0,0,0,0,0,0,0,0,0
6075,CCNc1cc2[o+]c3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OCC)c2cc1C,0,0,0,0,0,0,0,0,0,0,0
6076,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,1,0,0,-1,0,-1,0,0,-1,0,0
6077,COCc1cc2cc(c1)C(O)=N[C@H]([C@H](O)CNC1(c3cccc(C(C)C)c3)CC1)Cc1cccc(c1)OCCCC[NH2+]2,0,0,1,0,0,0,0,0,0,0,0
6078,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,0,-1,0,0,0,-1,0,0,0,0,0
6079,CCCCCCCCCCCCCCNCCO,0,0,0,0,0,0,0,1,-1,0,0
6080,CCc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,0,0,0,0,0,0,1,1,0,0,0
6081,CCCCCCCCC=CCCCOC(C)=O,0,0,0,0,0,0,0,-1,-1,0,0
6082,CC(C)(Cl)Cl,0,0,0,0,0,0,0,-1,-1,0,0
6083,CCN(CC)c1ccc(NC(=O)c2ccccc2N)c(C)c1,0,0,0,0,0,0,1,0,0,0,0
6084,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,0,-1,0,0,0,-1,0,0,0,0,0
6085,CC([NH2+]CC(O)C(Cc1ccccc1)N=C(O)c1cccc(OS(=O)(=O)Cc2ccccc2)c1)C(O)=NC1CCCCC1,0,0,-1,0,0,0,0,0,0,0,0
6086,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1.Cl,0,-1,0,0,0,-1,0,0,0,0,0
6087,COc1cc(C)c(Cc2c[nH]c(=N)[nH]c2=N)cc1OC,0,0,0,0,0,0,0,-1,-1,0,0
6088,OCC(CO)(CO)CO,0,0,0,0,0,0,0,-1,-1,0,0
6089,N=c1cc(I)cc[nH]1,0,0,0,0,0,0,0,0,0,0,-1
6090,CN1C(=O)CC[C@H]1c1cccnc1,0,0,0,0,0,-1,0,0,0,0,0
6091,Cc1nc(C2CCCCC2)c(-c2ccc(S(N)(=O)=O)c(F)c2)o1,0,0,0,0,0,0,0,0,0,0,0
6092,CCCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCC)c(C(=O)OCCCCCCCC)c1,0,0,0,0,0,0,0,-1,-1,0,0
6093,COc1cccc(-c2ccc(N=C(O)C3=C(C(=O)O)CCC3)c(F)c2)c1,0,0,0,0,0,-1,0,0,0,0,0
6094,C[N+](C)(C)CCOC(=N)O,0,0,0,0,-1,0,0,-1,-1,-1,0
6095,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,0,0,0,0,0,0,1,0,-1,0,0
6096,c1ccc2c(c1)OCC(C1=NCCN1)O2,0,0,0,0,0,0,0,1,-1,0,0
6097,CC(=O)[C@H](O)[C@@H](O)C(C)=O.CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,0,0,0,0,1,0,0,0,0,0,0
6098,CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],0,0,0,0,0,0,0,0,-1,0,0
6099,OC1=NCCC1,0,0,0,0,0,0,0,-1,-1,0,-1
6100,CCCN(CCC)C(=O)C(CCC(=O)O)N=C(O)c1ccccc1,0,-1,0,0,0,0,0,-1,-1,0,0
6101,[NH2+]=C1NC(c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)F)c2)c2cccc(F)c21,0,0,1,0,0,0,0,0,0,0,0
6102,COC[C@@H]1CCCN[C@@H]1C,0,0,0,0,0,0,0,0,0,0,-1
6103,c1cnc2c(n1)CCCC2,0,0,0,0,0,0,0,-1,-1,0,0
6104,Nc1ccccc1Nc1ccccc1,0,0,0,0,0,0,0,0,-1,0,0
6105,N=C(N)Nc1nc(-c2cccc(N)c2)cs1,0,0,0,0,0,0,1,0,0,0,0
6106,COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCNCC1,0,0,0,0,0,-1,0,0,0,0,0
6107,CCC(=O)[C@@]1(C)[C@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@@]21C,0,0,0,0,1,0,0,0,0,-1,0
6108,Cc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,0,0,0,0,0,0,1,0,0,0,0
6109,c1csc(SSc2cccs2)c1,0,0,0,0,0,0,0,-1,-1,0,0
6110,O=C(O)C=C1NN(Cc2nc3cc(C(F)(F)F)ccc3s2)C(=O)c2ccccc21,0,0,0,0,0,-1,0,0,0,0,0
6111,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,-1,-1,0,-1,1,-1,-1,-1,-1,0,0
6112,COc1ccc(CN(C(=O)[C@@H](N)Cc2c(C)cc(C(N)=O)cc2C)[C@@H](C)c2ncc(-c3ccccc3)[nH]2)cc1C(=O)O,0,0,0,0,0,-1,0,0,0,0,0
6113,CN1C[C@@H](CC#N)CC2c3cccc4[nH]cc(c34)C[C@H]21,0,0,0,0,0,0,1,0,0,0,0
6114,O=C(O)c1ccccc1C(O)=Nc1cccc2ccccc12,0,0,0,0,0,0,0,0,-1,0,0
6115,CCC1(C2=CCCCC2)C(O)=NC(=O)N=C1O,0,0,0,0,0,0,1,0,0,0,0
6116,Cc1nnc(C[C@@H]2C=C(c3ccc(Cl)cc3)c3ccccc3-n3c(C)nnc32)o1,0,0,0,0,0,-1,0,0,0,0,0
6117,C=C1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(O)C[C@]2(C)[C@@]1(O)C(=O)CO,0,0,0,0,0,0,1,0,0,0,0
6118,Clc1cccc(Cl)c1CSc1nnc(-c2cnccn2)s1,0,0,0,0,0,-1,0,0,0,0,0
6119,CC1CCC2(NC1)OC1CC3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C,0,0,0,0,0,0,0,0,0,0,0
6120,CO[C@H]1C[C@H](O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)[C@@H](OC(C)=O)C[C@]5(O)[C@@H]4CC[C@@H]3C2)O[C@@H](C)[C@@H]1O,0,0,0,0,0,-1,0,0,0,0,0
6121,Oc1cc(Cl)c(Cl)cc1Cl,0,0,0,0,0,0,0,1,-1,0,0
6122,CO/N=C(\C(O)=N[C@@H]1C(=O)N2C(C(=O)O)=C(C)CS[C@H]12)c1csc(=N)[nH]1,0,0,0,0,0,-1,-1,0,0,0,0
6123,COc1ccc(C)cc1N,0,0,0,0,0,0,0,-1,-1,0,0
6124,Cc1csc(CN=C(O)C2CCC2)n1,0,0,0,0,0,0,0,0,0,0,-1
6125,CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2ccccc2)C(=O)[O-])=N1,0,0,-1,0,0,0,0,0,0,0,0
6126,COC12CC(COC(=O)c3cncc(Br)c3)CN(C)C1Cc1cn(C)c3cccc2c13,0,0,0,0,0,0,0,-1,-1,0,0
6127,CS(=O)(=O)O.C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(=N)O,0,0,0,0,0,-1,0,0,0,0,0
6128,COc1cc(C[C@@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)Cc2ccc(O)c(OC)c2)ccc1O,0,0,0,0,0,-1,0,0,0,0,0
6129,CC(C)NCC(O)COc1cccc2ccccc12.[Cl],0,0,0,0,0,0,1,0,0,0,0
6130,O=C(O)C(Br)Br,0,0,0,0,0,0,0,-1,-1,0,0
6131,[C-]#[N+]C(=C\c1ccc(O)cc1)/C(=C/c1ccc(O)cc1)[N+]#[C-],0,0,0,0,0,0,-1,0,0,0,0
6132,COc1cccc(C[NH2+]CC(O)C(Cc2ccccc2)N=C(O)C(CCc2ccccc2)N2CCC(CC3CC3)(N=C(C)O)C2=O)c1,0,0,1,0,0,0,0,0,0,0,0
6133,CCCCC(CC)C(=O)Cl,0,0,0,0,0,0,0,-1,-1,0,0
6134,ClC=CC[N+]12CN3CN(CN(C3)C1)C2,0,0,0,0,0,0,0,-1,0,0,0
6135,CC1(C)SC2C(N=C(O)CSc3ccccc3)C(=O)N2C1C(=O)O,0,0,0,0,0,0,-1,0,0,0,0
6136,CCOc1ccc(C(=O)OCCN(CC)CC)cc1,0,0,0,0,0,0,0,0,-1,0,0
6137,N=c1[nH]c(C(=CCC(=O)O)C(O)=NC2C(=O)N3C(C(=O)O)=CCSC23)cs1,0,0,0,0,1,0,0,-1,-1,0,0
6138,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1CC1C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,0,0,0,0,0,-1,0,0,0,0,0
6139,CC(C)C[C@H](N=C(O)[C@H](C)N=C(O)[C@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@H](CC(C)C)N=C(O)[C@H](Cc1cnc[nH]1)N=C(O)[C@H](CO)N=C(O)CN=C(O)[C@H](CS)N=C(O)[C@H](CC(C)C)N=C(O)[C@H](Cc1cnc[nH]1)N=C(O)[C@H](CCC(=N)O)N=C(O)[C@H](CC(=N)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccccc1)C(C)C)C(C)C)C(O)=N[C@@H](Cc1ccc(O)cc1)C(O)=N[C@@H](CC(C)C)C(O)=N[C@H](C(O)=N[C@@H](CS)C(O)=NCC(O)=N[C@@H](CCC(=O)O)C(O)=N[C@@H](CCCNC(=N)N)C(O)=NCC(O)=N[C@@H](Cc1ccccc1)C(O)=N[C@@H](Cc1ccccc1)C(O)=N[C@@H](Cc1ccc(O)cc1)C(O)=N[C@H](C(O)=N[C@@H](CC(=O)O)C(O)=N[C@@H](CCCCN)C(O)=N[C@H](C(=O)O)[C@@H](C)O)[C@@H](C)O)C(C)C.CC[C@H](C)[C@H](N=C(O)CN)C(O)=N[C@H](C(O)=N[C@@H](CCC(=O)O)C(O)=N[C@@H](CCC(=N)O)C(O)=N[C@@H](CS)C(O)=N[C@@H](CS)C(O)=N[C@H](C(O)=N[C@@H](CO)C(O)=N[C@H](C(O)=N[C@@H](CS)C(O)=N[C@@H](CO)C(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](Cc1ccc(O)cc1)C(O)=N[C@@H](CCC(=N)O)C(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](CCC(=O)O)C(O)=N[C@@H](CC(=N)O)C(O)=N[C@@H](Cc1ccc(O)cc1)C(O)=N[C@@H](CS)C(O)=N[C@@H](CC(=N)O)C(=O)O)[C@@H](C)CC)[C@@H](C)O)C(C)C,0,0,0,0,1,0,0,0,0,0,0
6140,CCc1ccc(C=O)cc1,0,0,0,0,0,0,0,-1,-1,0,0
6141,Sc1ncnc2[nH]cnc12,1,-1,0,-1,-1,-1,0,-1,1,1,0
6142,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1,0,0,0,0,0,0,1,0,0,0,0
6143,CC(C)c1cccc(C(C)C)c1OCOP(=O)([O-])[O-].[Na+].[Na+],-1,0,0,-1,1,0,0,0,0,0,0
6144,CCOc1cc(C(C)(C)C)ccc1C1=NC(C)(c2ccc(Cl)cc2)C(C)(c2ccc(Cl)cc2)N1C(=O)N1CCN(CCCS(C)(=O)=O)CC1,0,0,0,0,0,-1,0,0,0,0,0
6145,CN(C)CCN1C(=O)CC(c2ccccc2)Sc2ccccc21,0,0,0,0,0,0,1,0,0,0,0
6146,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,0,0,0,0,0,-1,0,1,0,0,0
6147,CSc1cnc(C)cn1,0,0,0,0,0,0,0,-1,-1,0,0
6148,C[N+]1(CCC(C(=N)O)(c2ccccc2)c2ccccc2)CCCCC1,0,0,0,0,0,0,0,-1,-1,0,0
6149,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,0,0,0,0,-1,0,0,0,0,0,0
6150,CCOc1ccc(N=C(C)O)cc1,0,-1,0,0,0,-1,-1,-1,-1,0,0
6151,CCO[Si](CCCN)(OCC)OCC,0,0,0,0,0,0,0,-1,-1,0,0
6152,CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,-1,0,0,1,-1,-1,-1,-1,-1,-1,0
6153,OC(=Nc1cccnc1)c1cnn2cccnc12,0,0,0,0,0,0,0,0,0,0,-1
6154,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0,0,0,0,0,0,0,-1,-1,0,0
6155,O=C(Oc1ccccc1)c1ccc2ccccc2c1O,0,0,0,0,0,0,0,0,-1,0,0
6156,O=C(O)CN(CCCN(CC(=O)O)CC(=O)O)CC(=O)O,0,0,0,0,0,0,0,0,0,0,0
6157,Fc1ccccc1C1=NCCN(CC(F)(F)F)c2ccc(Cl)cc21,0,0,0,0,0,0,1,0,0,0,0
6158,CC(=O)N=c1cc[nH]cc1C,0,0,0,0,0,0,0,0,0,0,-1
6159,CSc1ccccc1OCC(O)CNC(C)C,0,0,0,0,0,-1,0,0,0,0,0
6160,Cc1cc(C(=O)NCC2CCCO2)ns1,0,0,0,0,0,0,0,0,0,0,-1
6161,CC(O)=Nc1ccc(-c2csc(=N)[nH]2)cc1,0,0,0,0,0,0,0,0,0,0,-1
6162,O=S1(=O)CCN1,0,0,0,0,0,0,0,0,0,0,-1
6163,CCOc1cc(/C=C2/C(=O)N(c3ccccc3)N=C2C)cc(Cl)c1OCC(=O)OC,0,0,0,0,0,-1,0,0,0,0,0
6164,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,-1,0,0,-1,1,0,-1,-1,-1,-1,0
6165,CN1CCN(c2ccc(Nc3ncc4cc(C#N)c(=O)n(C5CCCC5)c4n3)cc2)CC1,0,0,0,0,0,-1,0,0,0,0,0
6166,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC(Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1,0,0,0,0,0,0,0,0,0,0,0
6167,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)C(c1ccccc1)c1ccccc1,0,0,0,0,0,-1,0,0,0,0,0
6168,CCCCCCCC(=O)OCC(O)CO,0,0,0,0,0,-1,0,-1,-1,-1,0
6169,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,0,-1,0,0,-1,-1,0,0,0,0,0
6170,CCCCOC(=O)C(C)CC,0,0,0,0,0,0,0,-1,-1,0,0
6171,CN1CCC(c2c[nH]c3ccc(O)cc23)CC1,0,0,0,0,0,-1,0,0,0,0,0
6172,CCOC(O)=Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12,0,0,0,0,0,-1,0,0,0,0,0
6173,CC(NC(=NC#N)N=c1cc[nH]cc1)C(C)(C)C.O,0,-1,0,0,0,0,0,0,0,0,0
6174,COC(=O)C=C(C)OP(=O)(OC)OC,0,0,0,0,0,0,0,-1,-1,0,0
6175,C=CC(=O)OCCCCOC(=O)C=C,0,0,0,0,0,0,0,-1,1,0,0
6176,CCOC(=O)c1ccc(NC(=O)CN2CCCCC2)cc1,0,0,0,0,0,0,0,-1,-1,0,0
6177,CN(C)S(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,0,0,0,0,0,0,1,0,0,0,0
6178,CCCCNC1CC(C)(C)NC(C)(C)C1,0,0,0,0,0,0,0,-1,-1,0,0
6179,COc1cc(C=CC(=N)O)cc(OC)c1OC,0,0,0,0,0,0,0,0,0,0,0
6180,Cc1ccc(N=C(O)C2CCCO2)nc1,0,0,0,0,0,0,0,0,0,0,-1
6181,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c([O-])c3c(c([O-])c2[C@@H](OC2CC(N=C(O)C(F)(F)F)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O,0,0,0,0,0,0,0,0,0,-1,0
6182,Cc1cccc(N)n1,0,0,0,0,0,0,0,-1,-1,0,0
6183,CC(=O)OC1CCCCC1,0,0,0,0,0,0,0,0,0,0,0
6184,C=CC(N)CCC(=O)O.Cl,0,-1,0,0,0,0,0,0,0,0,0
6185,CC(O)C(C)O,0,0,0,0,0,0,0,-1,-1,0,0
6186,CC(O)=NC(Cc1ccccc1)C(O)CNC1CC2(CCC2)Oc2[nH+]cccc21,0,0,-1,0,0,0,0,0,0,0,0
6187,CCN1CCC[C@H]1CN=C(O)c1cc(S(N)(=O)=O)ccc1OC,0,0,0,0,0,-1,0,0,0,0,0
6188,CC=C(C)C(=O)OCC=C(C)CCC=C(C)C,0,0,0,0,0,0,0,-1,-1,0,0
6189,COc1cc2c(cc1OC)S(=O)(=O)OC(C(O)=NC(C)CC(C)(C)N(C)C)C2,0,0,0,0,0,0,1,0,0,0,0
6190,COc1ccc(C2CC(c3ccccc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,0,0,0,0,0,-1,0,0,0,0,0
6191,N=c1nc(O)c2ncn(COCCO)c2[nH]1,-1,-1,0,1,1,-1,1,-1,-1,-1,0
6192,O=C(O)c1ccccc1Nc1ccc(CCc2ccc(Cl)c(Cl)c2)cc1,0,0,0,0,0,-1,0,0,0,0,0
6193,CCCCN=C(O)C(C)CC(O)C(Cc1ccccc1)N=C(O)C1CCCC(C(N=C(C)O)C(C)C)C1,0,0,-1,0,0,0,0,0,0,0,0
6194,CC(O)=Nc1ccc(S(=O)(=O)Nc2cc(C)on2)cc1,0,0,0,0,0,0,0,-1,-1,0,0
6195,O=[N+]([O-])C1=CC=NC1NCCSCc1ncccc1Br,0,0,0,0,0,0,1,0,0,0,0
